Chromosome	Start	End	MedianRatio	CopyNumber	Sample	BinCount
1	25644829	25649321	-1	2	IMR5-WT	4
1	25649321	36771513	1.00252	2	IMR5-WT	9904
1	36771513	40534686	1.02442	2	IMR5-WT	3351
1	40534686	48926865	0.992178	2	IMR5-WT	7473
1	48926865	50847195	1.04033	2	IMR5-WT	1710
1	50847195	54574432	0.996562	2	IMR5-WT	3319
1	54574432	60238844	1.03061	2	IMR5-WT	5044
1	60238844	69028565	0.999389	2	IMR5-WT	7827
1	69028565	74781694	0.97345	2	IMR5-WT	5123
1	74781694	97041800	1.00317	2	IMR5-WT	19822
1	97041800	115771194	0.982441	2	IMR5-WT	16678
1	115771194	118376554	1.01413	2	IMR5-WT	2320
1	118376554	120530468	0.976999	2	IMR5-WT	1918
1	120530468	121107690	1.07227	2	IMR5-WT	514
1	121107690	144344806	0.969104	2	IMR5-WT	20692
1	144344806	144378496	1.44123	3	IMR5-WT	30
1	144378496	144402079	1.24338	2	IMR5-WT	21
1	144402079	144451491	-1	2	IMR5-WT	44
1	144451491	146421233	0.995728	2	IMR5-WT	1754
1	146421233	146436955	1.44109	3	IMR5-WT	14
1	146436955	147361184	0.972957	2	IMR5-WT	823
1	147361184	147933914	1.01971	2	IMR5-WT	510
1	147933914	147936160	2.1937	4	IMR5-WT	2
1	147936160	147940652	3.69183	7	IMR5-WT	4
1	147940652	147946267	1.1987	2	IMR5-WT	5
1	147946267	147948513	2.63011	5	IMR5-WT	2
1	147948513	147987818	1.20692	2	IMR5-WT	35
1	147987818	147992310	2.21104	4	IMR5-WT	4
1	147992310	149515098	0.978244	2	IMR5-WT	1356
1	149515098	149517344	2.31975	5	IMR5-WT	2
1	149517344	149536435	1.20663	2	IMR5-WT	17
1	149536435	149551034	1.47368	3	IMR5-WT	13
1	149551034	149553280	3.04211	6	IMR5-WT	2
1	149553280	149575740	1.65341	3	IMR5-WT	20
1	149575740	149922747	1.05597	2	IMR5-WT	309
1	149922747	154744909	0.995709	2	IMR5-WT	4294
1	154744909	158108294	1.02392	2	IMR5-WT	2995
1	158108294	165605442	0.996438	2	IMR5-WT	6676
1	165605442	172041355	0.969104	2	IMR5-WT	5731
1	172041355	182273008	0.990356	2	IMR5-WT	9111
1	182273008	183666651	0.928725	2	IMR5-WT	1241
1	183666651	186551638	1.00075	2	IMR5-WT	2569
1	186551638	197861371	0.972905	2	IMR5-WT	10071
1	197861371	204081668	0.988486	2	IMR5-WT	5539
1	204081668	214782735	1.01065	2	IMR5-WT	9529
1	214782735	231816399	0.994113	2	IMR5-WT	15168
1	231816399	233177475	1.03846	2	IMR5-WT	1212
1	233177475	239060872	0.984672	2	IMR5-WT	5239
1	239060872	247011712	1.00489	2	IMR5-WT	7080
1	247011712	248052733	0.972667	2	IMR5-WT	927
1	248052733	248056102	1.4052	3	IMR5-WT	3
1	248056102	249170118	0.917665	2	IMR5-WT	992
1	249170118	249240867	0.731399	1	IMR5-WT	63
1	249240867	249250974	-1	1	IMR5-WT	9
10	1	59520	-1	2	IMR5-WT	53
10	59520	159467	0.771328	2	IMR5-WT	89
10	159467	1197119	0.924581	2	IMR5-WT	924
10	1197119	8073248	0.98238	2	IMR5-WT	6123
10	8073248	23716638	1.00396	2	IMR5-WT	13930
10	23716638	27941364	0.971988	2	IMR5-WT	3762
10	27941364	37307184	0.999815	2	IMR5-WT	8340
10	37307184	39077032	0.953708	2	IMR5-WT	1576
10	39077032	39154519	1.1182	2	IMR5-WT	69
10	39154519	42385390	-1	2	IMR5-WT	2877
10	42385390	42392128	2.01664	4	IMR5-WT	6
10	42392128	42393251	5.28162	11	IMR5-WT	1
10	42393251	42396620	1.88499	4	IMR5-WT	3
10	42396620	42545979	0.949592	2	IMR5-WT	133
10	42545979	42601006	-1	2	IMR5-WT	49
10	42601006	43927269	1.01581	2	IMR5-WT	1181
10	43927269	46425944	0.955338	2	IMR5-WT	2225
10	46425944	46778566	1.05757	2	IMR5-WT	314
10	46778566	46779689	3.10113	6	IMR5-WT	1
10	46779689	46810010	1.09306	2	IMR5-WT	27
10	46810010	47428783	0.961818	2	IMR5-WT	551
10	47428783	47429906	2.90731	6	IMR5-WT	1
10	47429906	47528730	-1	2	IMR5-WT	88
10	47528730	48165471	0.957866	2	IMR5-WT	567
10	48165471	48172209	1.8451	4	IMR5-WT	6
10	48172209	50333984	0.956268	2	IMR5-WT	1925
10	50333984	51972441	0.985256	2	IMR5-WT	1459
10	51972441	51978056	1.61517	3	IMR5-WT	5
10	51978056	73371206	0.989294	2	IMR5-WT	19050
10	73371206	74129231	1.03874	2	IMR5-WT	675
10	74129231	78569573	0.991511	2	IMR5-WT	3954
10	78569573	81292848	1.02856	2	IMR5-WT	2425
10	81292848	81293971	3.23035	6	IMR5-WT	1
10	81293971	81488250	0.96283	2	IMR5-WT	173
10	81488250	81494988	-1	2	IMR5-WT	6
10	81494988	81498357	2.63043	5	IMR5-WT	3
10	81498357	81500603	-1	2	IMR5-WT	2
10	81500603	81501726	0.704803	1	IMR5-WT	1
10	81501726	81503972	2.47122	5	IMR5-WT	2
10	81503972	81505095	-1	2	IMR5-WT	1
10	81505095	86887634	0.984785	2	IMR5-WT	4793
10	86887634	86892126	1.3483	3	IMR5-WT	4
10	86892126	93416756	1.00413	2	IMR5-WT	5810
10	93416756	96161368	0.974642	2	IMR5-WT	2444
10	96161368	98736407	1.06203	2	IMR5-WT	2293
10	98736407	105683285	1.09714	2	IMR5-WT	6186
10	105683285	108531213	1.06947	2	IMR5-WT	2536
10	108531213	108922017	0.980204	2	IMR5-WT	348
10	108922017	113695890	1.10277	2	IMR5-WT	4251
10	113695890	115475845	1.14874	2	IMR5-WT	1585
10	115475845	116894194	1.09931	2	IMR5-WT	1263
10	116894194	119968968	1.05817	2	IMR5-WT	2738
10	119968968	122829249	1.09672	2	IMR5-WT	2547
10	122829249	122830372	3.62455	7	IMR5-WT	1
10	122830372	123495188	1.13851	2	IMR5-WT	592
10	123495188	128294890	1.08961	2	IMR5-WT	4274
10	128294890	133455075	1.06601	2	IMR5-WT	4595
10	133455075	133456198	3.69183	7	IMR5-WT	1
10	133456198	134521925	1.07253	2	IMR5-WT	949
10	134521925	135409095	0.989748	2	IMR5-WT	790
10	135409095	135524764	0.850073	2	IMR5-WT	103
10	135524764	135534871	-1	2	IMR5-WT	9
11	1	59520	-1	2	IMR5-WT	53
11	59520	287489	0.877633	2	IMR5-WT	203
11	287489	1554233	0.946167	2	IMR5-WT	1128
11	1554233	10530372	0.98238	2	IMR5-WT	7993
11	10530372	10531495	3.08867	6	IMR5-WT	1
11	10531495	13057122	1.00977	2	IMR5-WT	2249
11	13057122	19238114	0.980308	2	IMR5-WT	5504
11	19238114	20694645	1.02011	2	IMR5-WT	1297
11	20694645	25447181	0.986106	2	IMR5-WT	4232
11	25447181	25449427	2.7458	5	IMR5-WT	2
11	25449427	27976177	0.99931	2	IMR5-WT	2250
11	27976177	35043216	0.975123	2	IMR5-WT	6293
11	35043216	46565196	1.00478	2	IMR5-WT	10260
11	46565196	60370235	0.963837	2	IMR5-WT	12293
11	60370235	72543555	1.00722	2	IMR5-WT	10840
11	72543555	76739083	0.981068	2	IMR5-WT	3736
11	76739083	87802879	0.999821	2	IMR5-WT	9852
11	87802879	89564866	0.969104	2	IMR5-WT	1569
11	89564866	89565989	3.87642	8	IMR5-WT	1
11	89565989	89568235	1.63419	3	IMR5-WT	2
11	89568235	98896996	0.993953	2	IMR5-WT	8307
11	98896996	105359861	0.969104	2	IMR5-WT	5755
11	105359861	108198805	0.935298	2	IMR5-WT	2528
11	108198805	119874636	0.979525	2	IMR5-WT	10397
11	119874636	121526569	0.942912	2	IMR5-WT	1471
11	121526569	122469889	0.981773	2	IMR5-WT	840
11	122469889	124436262	0.929549	2	IMR5-WT	1751
11	124436262	130465649	0.969104	2	IMR5-WT	5369
11	130465649	130495970	1.13831	2	IMR5-WT	27
11	130495970	134244544	0.945176	2	IMR5-WT	3338
11	134244544	134846472	0.870216	2	IMR5-WT	536
11	134846472	134946419	0.707773	1	IMR5-WT	89
11	134946419	135007061	-1	1	IMR5-WT	54
12	1	59520	-1	2	IMR5-WT	53
12	59520	1194873	0.808813	2	IMR5-WT	1011
12	1194873	1198242	1.39982	3	IMR5-WT	3
12	1198242	2196589	0.877101	2	IMR5-WT	889
12	2196589	3203920	0.828061	2	IMR5-WT	897
12	3203920	7357897	0.914076	2	IMR5-WT	3699
12	7357897	8594320	0.874888	2	IMR5-WT	1101
12	8594320	8595443	2.90731	6	IMR5-WT	1
12	8595443	8596566	-1	2	IMR5-WT	1
12	8596566	31592237	0.887862	2	IMR5-WT	20477
12	31592237	33307058	0.986106	2	IMR5-WT	1527
12	33307058	33414866	1.10722	2	IMR5-WT	96
12	33414866	41796938	0.969104	2	IMR5-WT	7464
12	41796938	54827107	1.00074	2	IMR5-WT	11603
12	54827107	76433627	0.985346	2	IMR5-WT	19240
12	76433627	83021145	0.958336	2	IMR5-WT	5866
12	83021145	98824001	0.989779	2	IMR5-WT	14072
12	98824001	102782576	0.969104	2	IMR5-WT	3525
12	102782576	114129368	1.00102	2	IMR5-WT	10104
12	114129368	115056966	1.04903	2	IMR5-WT	826
12	115056966	116407935	1.12561	2	IMR5-WT	1203
12	116407935	126576700	0.998892	2	IMR5-WT	9055
12	126576700	128824946	0.939088	2	IMR5-WT	2002
12	128824946	130064738	0.987304	2	IMR5-WT	1104
12	130064738	132129935	1.02071	2	IMR5-WT	1839
12	132129935	132132181	2.16397	4	IMR5-WT	2
12	132132181	132136673	-1	2	IMR5-WT	4
12	132136673	133660584	0.935167	2	IMR5-WT	1357
12	133660584	133842510	0.808679	2	IMR5-WT	162
12	133842510	133852617	-1	2	IMR5-WT	9
13	1	19019129	-1	2	IMR5-WT	16936
13	19019129	20364483	0.975978	2	IMR5-WT	1198
13	20364483	20512719	0.850985	2	IMR5-WT	132
13	20512719	26192853	0.988817	2	IMR5-WT	5058
13	26192853	28058156	1.02967	2	IMR5-WT	1661
13	28058156	30603997	0.991419	2	IMR5-WT	2267
13	30603997	32644488	1.03033	2	IMR5-WT	1817
13	32644488	33358716	0.980039	2	IMR5-WT	636
13	33358716	34270592	1.03666	2	IMR5-WT	812
13	34270592	39666607	0.995534	2	IMR5-WT	4805
13	39666607	41233192	1.02578	2	IMR5-WT	1395
13	41233192	43682455	0.992317	2	IMR5-WT	2181
13	43682455	43947483	1.0926	2	IMR5-WT	236
13	43947483	55275184	1.01196	2	IMR5-WT	10087
13	55275184	58860923	0.980995	2	IMR5-WT	3193
13	58860923	61285480	1.00184	2	IMR5-WT	2159
13	61285480	61286603	2.52554	5	IMR5-WT	1
13	61286603	62827359	0.99631	2	IMR5-WT	1372
13	62827359	64304104	0.969104	2	IMR5-WT	1315
13	64304104	69938195	0.996705	2	IMR5-WT	5017
13	69938195	72248206	0.969104	2	IMR5-WT	2057
13	72248206	72390827	1.08625	2	IMR5-WT	127
13	72390827	80131666	0.99839	2	IMR5-WT	6893
13	80131666	81481512	1.03412	2	IMR5-WT	1202
13	81481512	92775523	0.981856	2	IMR5-WT	10057
13	92775523	100509624	1.00973	2	IMR5-WT	6887
13	100509624	100762299	1.09415	2	IMR5-WT	225
13	100762299	104514242	1.01124	2	IMR5-WT	3341
13	104514242	109868706	0.98681	2	IMR5-WT	4768
13	109868706	109870952	1.88251	4	IMR5-WT	2
13	109870952	110076461	1.01403	2	IMR5-WT	183
13	110076461	110077584	9.78914	20	IMR5-WT	1
13	110077584	110895128	1.0381	2	IMR5-WT	728
13	110895128	113618403	0.996035	2	IMR5-WT	2425
13	113618403	114995201	0.942034	2	IMR5-WT	1226
13	114995201	115109747	0.799688	2	IMR5-WT	102
13	115109747	115170389	-1	2	IMR5-WT	54
14	1	18998915	-1	2	IMR5-WT	16918
14	18998915	19756940	0.951224	2	IMR5-WT	675
14	19756940	19758063	2.44826	5	IMR5-WT	1
14	19758063	29257520	0.99512	2	IMR5-WT	8459
14	29257520	33586685	0.977364	2	IMR5-WT	3855
14	33586685	35040970	1.01461	2	IMR5-WT	1295
14	35040970	40098962	0.976076	2	IMR5-WT	4504
14	40098962	40100085	3.17651	6	IMR5-WT	1
14	40100085	45682518	0.974942	2	IMR5-WT	4971
14	45682518	54866412	0.998207	2	IMR5-WT	8178
14	54866412	59097876	0.981449	2	IMR5-WT	3768
14	59097876	59706542	1.03493	2	IMR5-WT	542
14	59706542	60138897	0.988358	2	IMR5-WT	385
14	60138897	60140020	2.37457	5	IMR5-WT	1
14	60140020	61577460	0.984129	2	IMR5-WT	1280
14	61577460	62116500	1.03792	2	IMR5-WT	480
14	62116500	74679501	0.985623	2	IMR5-WT	11187
14	74679501	90166794	0.999389	2	IMR5-WT	13791
14	90166794	92978786	1.07659	2	IMR5-WT	2504
14	92978786	93652586	1.15194	2	IMR5-WT	600
14	93652586	97264154	1.09928	2	IMR5-WT	3216
14	97264154	99140687	1.04252	2	IMR5-WT	1671
14	99140687	102248028	1.1085	2	IMR5-WT	2767
14	102248028	102250274	1.95645	4	IMR5-WT	2
14	102250274	105491252	1.1182	2	IMR5-WT	2886
14	105491252	106208849	1.06914	2	IMR5-WT	639
14	106208849	107208319	1.01349	2	IMR5-WT	890
14	107208319	107290298	0.858979	2	IMR5-WT	73
14	107290298	107349817	-1	2	IMR5-WT	53
15	1	19999508	-1	2	IMR5-WT	17809
15	19999508	20304964	0.969104	2	IMR5-WT	272
15	20304964	20311702	0.584517	1	IMR5-WT	6
15	20311702	22050106	0.9959	2	IMR5-WT	1548
15	22050106	22051229	2.51967	5	IMR5-WT	1
15	22051229	22207326	0.992947	2	IMR5-WT	139
15	22207326	22211818	1.68161	3	IMR5-WT	4
15	22211818	22261230	-1	2	IMR5-WT	44
15	22261230	22275829	1.06601	2	IMR5-WT	13
15	22275829	22278075	1.95615	4	IMR5-WT	2
15	22278075	27282163	0.957428	2	IMR5-WT	4456
15	27282163	29735918	0.995777	2	IMR5-WT	2185
15	29735918	33152084	0.956837	2	IMR5-WT	3042
15	33152084	42422449	0.980641	2	IMR5-WT	8255
15	42422449	42424695	1.74311	3	IMR5-WT	2
15	42424695	42840205	0.937499	2	IMR5-WT	370
15	42840205	45055884	0.985909	2	IMR5-WT	1973
15	45055884	48987507	1.00923	2	IMR5-WT	3501
15	48987507	52252068	0.966094	2	IMR5-WT	2907
15	52252068	53254907	1.00413	2	IMR5-WT	893
15	53254907	54893364	0.965762	2	IMR5-WT	1459
15	54893364	60351144	0.994113	2	IMR5-WT	4860
15	60351144	63799877	1.02259	2	IMR5-WT	3071
15	63799877	66765720	0.996793	2	IMR5-WT	2641
15	66765720	67483317	1.04365	2	IMR5-WT	639
15	67483317	68567012	0.975086	2	IMR5-WT	965
15	68567012	70110014	1.01059	2	IMR5-WT	1374
15	70110014	70878146	1.07043	2	IMR5-WT	684
15	70878146	74203349	0.975576	2	IMR5-WT	2961
15	74203349	74204472	3.96069	8	IMR5-WT	1
15	74204472	75316242	1.02492	2	IMR5-WT	990
15	75316242	77107427	0.980995	2	IMR5-WT	1595
15	77107427	77431974	1.0583	2	IMR5-WT	289
15	77431974	77784596	0.991269	2	IMR5-WT	314
15	77784596	77919356	1.09496	2	IMR5-WT	120
15	77919356	82650555	0.992598	2	IMR5-WT	4213
15	82650555	82653924	1.50378	3	IMR5-WT	3
15	82653924	82734780	0.997442	2	IMR5-WT	72
15	82734780	82737026	2.87207	6	IMR5-WT	2
15	82737026	82950396	1.04283	2	IMR5-WT	190
15	82950396	84950459	0.95699	2	IMR5-WT	1781
15	84950459	84953828	1.37165	3	IMR5-WT	3
15	84953828	86234048	0.984653	2	IMR5-WT	1140
15	86234048	88102720	1.03615	2	IMR5-WT	1664
15	88102720	89129142	1.07412	2	IMR5-WT	914
15	89129142	91803005	0.988358	2	IMR5-WT	2381
15	91803005	97811055	1.00877	2	IMR5-WT	5350
15	97811055	97813301	2.32585	5	IMR5-WT	2
15	97813301	100968931	0.982802	2	IMR5-WT	2810
15	100968931	102334499	0.918326	2	IMR5-WT	1216
15	102334499	102522040	0.785009	2	IMR5-WT	167
15	102522040	102532147	-1	2	IMR5-WT	9
16	1	59520	-1	2	IMR5-WT	53
16	59520	185296	0.82227	2	IMR5-WT	112
16	185296	960166	0.935687	2	IMR5-WT	690
16	960166	4955800	0.991255	2	IMR5-WT	3558
16	4955800	5269117	0.899113	2	IMR5-WT	279
16	5269117	6279817	1.03066	2	IMR5-WT	900
16	6279817	10591014	0.982948	2	IMR5-WT	3839
16	10591014	18231906	1.00393	2	IMR5-WT	6804
16	18231906	18236398	1.61779	3	IMR5-WT	4
16	18236398	18756347	1.02764	2	IMR5-WT	463
16	18756347	18764208	1.66901	3	IMR5-WT	7
16	18764208	25316913	0.992823	2	IMR5-WT	5835
16	25316913	26765583	0.939172	2	IMR5-WT	1290
16	26765583	31545071	0.999	2	IMR5-WT	4256
16	31545071	48819057	0.963047	2	IMR5-WT	15382
16	48819057	51017891	0.984836	2	IMR5-WT	1958
16	51017891	51193079	1.12375	2	IMR5-WT	156
16	51193079	53126885	1.01315	2	IMR5-WT	1722
16	53126885	55648020	0.978247	2	IMR5-WT	2245
16	55648020	64890310	1.00686	2	IMR5-WT	8230
16	64890310	66702832	1.04536	2	IMR5-WT	1614
16	66702832	70864670	0.992414	2	IMR5-WT	3706
16	70864670	71200447	1.09928	2	IMR5-WT	299
16	71200447	75917047	0.986566	2	IMR5-WT	4200
16	75917047	77153470	0.944877	2	IMR5-WT	1101
16	77153470	79496048	1.02448	2	IMR5-WT	2086
16	79496048	82309163	0.969104	2	IMR5-WT	2505
16	82309163	82310286	2.58428	5	IMR5-WT	1
16	82310286	83219916	0.969104	2	IMR5-WT	810
16	83219916	84332809	1.05371	2	IMR5-WT	991
16	84332809	84898801	1.00478	2	IMR5-WT	504
16	84898801	84899924	2.66803	5	IMR5-WT	1
16	84899924	88930371	0.997194	2	IMR5-WT	3589
16	88930371	90199361	0.934076	2	IMR5-WT	1130
16	90199361	90294816	0.746244	1	IMR5-WT	85
16	90294816	90355458	-1	1	IMR5-WT	54
17	1	74119	0.85384	2	IMR5-WT	66
17	74119	1263376	0.959113	2	IMR5-WT	1059
17	1263376	3223011	0.998294	2	IMR5-WT	1745
17	3223011	3224134	2.43518	5	IMR5-WT	1
17	3224134	6264095	1.01174	2	IMR5-WT	2707
17	6264095	8177687	1.04032	2	IMR5-WT	1704
17	8177687	12885303	0.998472	2	IMR5-WT	4192
17	12885303	15606332	1.04089	2	IMR5-WT	2423
17	15606332	18338591	1.00545	2	IMR5-WT	2433
17	18338591	18469982	0.855092	2	IMR5-WT	117
17	18469982	22019785	0.994757	2	IMR5-WT	3161
17	22019785	22020908	4.84943	10	IMR5-WT	1
17	22020908	22261230	0.959393	2	IMR5-WT	214
17	22261230	22262353	4.12949	8	IMR5-WT	1
17	22262353	22263476	2.42276	5	IMR5-WT	1
17	22263476	25261886	-1	2	IMR5-WT	2670
17	25261886	25268624	1.48468	3	IMR5-WT	6
17	25268624	27211414	0.991642	2	IMR5-WT	1730
17	27211414	27483180	1.12016	2	IMR5-WT	242
17	27483180	34526636	0.9996	2	IMR5-WT	6272
17	34526636	34528882	2.34662	5	IMR5-WT	2
17	34528882	34617599	1.12212	2	IMR5-WT	79
17	34617599	34618722	3.19804	6	IMR5-WT	1
17	34618722	34654658	1.17876	2	IMR5-WT	32
17	34654658	34655781	2.66504	5	IMR5-WT	1
17	34655781	35618192	1.03108	2	IMR5-WT	857
17	35618192	36261671	0.988682	2	IMR5-WT	573
17	36261671	36262794	3.37248	7	IMR5-WT	1
17	36262794	36405415	0.948844	2	IMR5-WT	127
17	36405415	38716549	1.01769	2	IMR5-WT	2058
17	38716549	40287626	0.989578	2	IMR5-WT	1399
17	40287626	40416771	0.792445	2	IMR5-WT	115
17	40416771	44112564	0.928725	2	IMR5-WT	3291
17	44112564	44368608	0.857766	2	IMR5-WT	228
17	44368608	44468555	0.912761	2	IMR5-WT	89
17	44468555	44469678	2.28432	5	IMR5-WT	1
17	44469678	69109421	0.921202	2	IMR5-WT	21941
17	69109421	79932895	0.957727	2	IMR5-WT	9638
17	79932895	81082847	0.897906	2	IMR5-WT	1024
17	81082847	81195147	0.758329	2	IMR5-WT	100
17	81195147	81196270	-1	2	IMR5-WT	1
18	1	8985	-1	1	IMR5-WT	8
18	8985	77488	0.726828	1	IMR5-WT	61
18	77488	262783	0.872632	2	IMR5-WT	165
18	262783	1349847	0.954365	2	IMR5-WT	968
18	1349847	3695794	0.990708	2	IMR5-WT	2089
18	3695794	4684034	0.956518	2	IMR5-WT	880
18	4684034	6923296	0.991641	2	IMR5-WT	1994
18	6923296	8871701	1.04224	2	IMR5-WT	1735
18	8871701	13164930	0.99316	2	IMR5-WT	3823
18	13164930	14045362	1.02611	2	IMR5-WT	784
18	14045362	20645233	0.969104	2	IMR5-WT	5877
18	20645233	22862035	1.00638	2	IMR5-WT	1974
18	22862035	22866527	1.61485	3	IMR5-WT	4
18	22866527	23533589	1.02983	2	IMR5-WT	594
18	23533589	23534712	2.62776	5	IMR5-WT	1
18	23534712	26594887	1.00638	2	IMR5-WT	2725
18	26594887	29953780	0.963336	2	IMR5-WT	2991
18	29953780	34879258	0.990306	2	IMR5-WT	4386
18	34879258	34882627	1.55228	3	IMR5-WT	3
18	34882627	35153270	1.04884	2	IMR5-WT	241
18	35153270	36756914	0.987681	2	IMR5-WT	1428
18	36756914	43253469	1.01366	2	IMR5-WT	5785
18	43253469	46037386	0.992042	2	IMR5-WT	2479
18	46037386	46559581	1.05183	2	IMR5-WT	465
18	46559581	48555152	1.01289	2	IMR5-WT	1777
18	48555152	48558521	1.38546	3	IMR5-WT	3
18	48558521	49797190	0.998471	2	IMR5-WT	1103
18	49797190	49800559	1.34524	3	IMR5-WT	3
18	49800559	50953880	0.987275	2	IMR5-WT	1027
18	50953880	50955003	2.31893	5	IMR5-WT	1
18	50955003	54704700	0.996201	2	IMR5-WT	3339
18	54704700	61121522	1.01964	2	IMR5-WT	5714
18	61121522	63424795	0.996793	2	IMR5-WT	2051
18	63424795	64794855	0.957286	2	IMR5-WT	1220
18	64794855	72283019	0.981609	2	IMR5-WT	6668
18	72283019	72284142	4.36097	9	IMR5-WT	1
18	72284142	72332431	-1	2	IMR5-WT	43
18	72332431	73438586	0.98194	2	IMR5-WT	985
18	73438586	75216295	1.01855	2	IMR5-WT	1583
18	75216295	76616676	0.982471	2	IMR5-WT	1247
18	76616676	77929463	0.88577	2	IMR5-WT	1169
18	77929463	78017057	0.745715	1	IMR5-WT	78
18	78017057	78077699	-1	1	IMR5-WT	54
19	1	59520	-1	2	IMR5-WT	53
19	59520	148237	0.782871	2	IMR5-WT	79
19	148237	461554	0.893665	2	IMR5-WT	279
19	461554	1352093	0.963894	2	IMR5-WT	793
19	1352093	12695516	0.993621	2	IMR5-WT	10101
19	12695516	12698885	0	0	IMR5-WT	3
19	12698885	18365543	1.00305	2	IMR5-WT	5046
19	18365543	19780523	0.902315	2	IMR5-WT	1260
19	19780523	19851272	0.819124	2	IMR5-WT	63
19	19851272	21477376	0.940788	2	IMR5-WT	1448
19	21477376	22117486	0.999201	2	IMR5-WT	570
19	22117486	29950411	0.962082	2	IMR5-WT	6975
19	29950411	38767084	1.00098	2	IMR5-WT	7851
19	38767084	40387573	1.01952	2	IMR5-WT	1443
19	40387573	40401049	1.26456	3	IMR5-WT	12
19	40401049	42362930	1.01418	2	IMR5-WT	1747
19	42362930	42971596	1.055	2	IMR5-WT	542
19	42971596	45170430	0.990546	2	IMR5-WT	1958
19	45170430	45171553	2.5439	5	IMR5-WT	1
19	45171553	48944833	1.01345	2	IMR5-WT	3360
19	48944833	48947079	1.96613	4	IMR5-WT	2
19	48947079	50804521	1.00519	2	IMR5-WT	1654
19	50804521	51620942	1.04252	2	IMR5-WT	727
19	51620942	54600261	0.987741	2	IMR5-WT	2653
19	54600261	54913578	1.07593	2	IMR5-WT	279
19	54913578	54932669	1.29479	3	IMR5-WT	17
19	54932669	55028124	1.11948	2	IMR5-WT	85
19	55028124	55314489	1.03458	2	IMR5-WT	255
19	55314489	55326842	1.4052	3	IMR5-WT	11
19	55326842	55327965	0.484552	1	IMR5-WT	1
19	55327965	55336949	1.93821	4	IMR5-WT	8
19	55336949	55345933	-1	2	IMR5-WT	8
19	55345933	55350425	0.0692217	0	IMR5-WT	4
19	55350425	55356040	-1	2	IMR5-WT	5
19	55356040	55371762	1.27075	3	IMR5-WT	14
19	55371762	55372885	-1	2	IMR5-WT	1
19	55372885	55623314	0.980995	2	IMR5-WT	223
19	55623314	56203905	1.04568	2	IMR5-WT	517
19	56203905	57872683	0.900494	2	IMR5-WT	1486
19	57872683	57876052	1.36815	3	IMR5-WT	3
19	57876052	58995683	0.944255	2	IMR5-WT	997
19	58995683	59118090	0.828144	2	IMR5-WT	109
19	59118090	59129320	-1	2	IMR5-WT	10
2	1	10108	-1	2	IMR5-WT	9
2	10108	115670	0.750458	2	IMR5-WT	94
2	115670	1560971	0.922456	2	IMR5-WT	1287
2	1560971	5502701	0.975742	2	IMR5-WT	3510
2	5502701	16124035	1.00252	2	IMR5-WT	9458
2	16124035	16602433	0.196129	0	IMR5-WT	426
2	16602433	28535431	0.984246	2	IMR5-WT	10626
2	28535431	31251968	1.01471	2	IMR5-WT	2419
2	31251968	33140854	0.969104	2	IMR5-WT	1682
2	33140854	33141977	14.1884	28	IMR5-WT	1
2	33141977	33143100	-1	2	IMR5-WT	1
2	33143100	37130873	0.962556	2	IMR5-WT	3551
2	37130873	49669168	0.997947	2	IMR5-WT	11165
2	49669168	59068678	0.980472	2	IMR5-WT	8370
2	59068678	60818312	1.01741	2	IMR5-WT	1558
2	60818312	63620197	0.969104	2	IMR5-WT	2495
2	63620197	69541776	1.01113	2	IMR5-WT	5273
2	69541776	86496830	0.991717	2	IMR5-WT	15098
2	86496830	87622076	0.96279	2	IMR5-WT	1002
2	87622076	87729884	0.754238	2	IMR5-WT	96
2	87729884	90376795	0.983408	2	IMR5-WT	2357
2	90376795	90380164	1.95981	4	IMR5-WT	3
2	90380164	92307232	0.989536	2	IMR5-WT	1716
2	92307232	92319585	1.35355	3	IMR5-WT	11
2	92319585	92324077	1.95997	4	IMR5-WT	4
2	92324077	98137848	0.988616	2	IMR5-WT	5177
2	98137848	98154693	1.64954	3	IMR5-WT	15
2	98154693	98158062	-1	2	IMR5-WT	3
2	98158062	98233303	1.00787	2	IMR5-WT	67
2	98233303	98236672	2.49198	5	IMR5-WT	3
2	98236672	101127274	0.961925	2	IMR5-WT	2574
2	101127274	102625356	1.01105	2	IMR5-WT	1334
2	102625356	105814676	0.976559	2	IMR5-WT	2840
2	105814676	109081483	1.01124	2	IMR5-WT	2909
2	109081483	119709555	0.969104	2	IMR5-WT	9464
2	119709555	128437511	0.996364	2	IMR5-WT	7772
2	128437511	130374686	0.95516	2	IMR5-WT	1725
2	130374686	133012613	0.981294	2	IMR5-WT	2349
2	133012613	140132433	1.01208	2	IMR5-WT	6340
2	140132433	157867972	0.981143	2	IMR5-WT	15793
2	157867972	161923125	0.99987	2	IMR5-WT	3611
2	161923125	164147788	0.943998	2	IMR5-WT	1981
2	164147788	179185881	0.991255	2	IMR5-WT	13391
2	179185881	179808023	0.929905	2	IMR5-WT	554
2	179808023	204660013	0.986106	2	IMR5-WT	22130
2	204660013	208892600	1.01259	2	IMR5-WT	3769
2	208892600	215658675	0.969104	2	IMR5-WT	6025
2	215658675	219302810	1.01984	2	IMR5-WT	3245
2	219302810	232587900	0.992042	2	IMR5-WT	11830
2	232587900	236220805	0.969104	2	IMR5-WT	3235
2	236220805	238101830	0.887372	2	IMR5-WT	1675
2	238101830	241827944	0.99648	2	IMR5-WT	3318
